id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
435,NISSAN,アリア,普通車,SUV,4WD,6590100~7382100,-,2025_10,B9 e-4ORCE,360°セーフティアシスト,171,電気 (BEV),25000,5,325~965,4595×1850×1655
436,NISSAN,アリア,普通車,SUV,4WD,6590100~7382100,-,2025_10,B9 e-4ORCE プレミア,360°セーフティアシスト,187,電気 (BEV),25000,5,325~965,4595×1850×1665
437,NISSAN,オーラ,普通車,ハッチバック,2WD,2821500~3531000,1198,2025_08,G,360°セーフティアシスト,27.2,レギュラー (HEV),30500,5,131~472,4045×1735×1525
438,NISSAN,オーラ,普通車,ハッチバック,2WD,2821500~3531000,1198,2025_08,G leather edition,360°セーフティアシスト,27.2,レギュラー (HEV),30500,5,131~472,4045×1735×1525
439,NISSAN,オーラ,普通車,ハッチバック,4WD,2821500~3531000,1198,2025_08,G FOUR,360°セーフティアシスト,22.7,レギュラー (HEV),30500,5,131~472,4045×1735×1525
440,NISSAN,オーラ,普通車,ハッチバック,4WD,2821500~3531000,1198,2025_08,G FOUR leather edition,360°セーフティアシスト,22.7,レギュラー (HEV),30500,5,131~472,4045×1735×1525
441,NISSAN,オーラAUTECH,普通車,ハッチバック,2WD,2821500~3531000,1198,2025_08,AUTECH,360°セーフティアシスト,27.2,レギュラー (HEV),30500,5,131~472,4085×1735×1525
442,NISSAN,オーラAUTECH,普通車,ハッチバック,4WD,2821500~3531000,1198,2025_08,AUTECH FOUR,360°セーフティアシスト,22.7,レギュラー (HEV),30500,5,131~472,4085×1735×1525
443,NISSAN,オーラAUTECH,普通車,ハッチバック,2WD,2821500~3531000,1198,2025_08,AUTECH SPORTS SPEC,360°セーフティアシスト,27.2,レギュラー (HEV),30500,5,131~472,4085×1735×1505
444,NISSAN,オーラ NISMO,普通車,ハッチバック,2WD,2821500~3531000,1198,2025_08,NISMO,360°セーフティアシスト,23.3,レギュラー (HEV),30500,5,131~472,4120×1735×1505
445,NISSAN,オーラ NISMO,普通車,ハッチバック,4WD,2821500~3531000,1198,2025_08,NISMO tuned e-POWER 4WD,360°セーフティアシスト,20.9,レギュラー (HEV),30500,5,131~472,4120×1735×1505
446,NISSAN,クリッパーリオ,軽自動車,ハイトワゴン,2WD,1953600~2181300,658,2025_12,E,サポカーS・ワイド,15.1,レギュラー,10800,4,137~240,3395×1475×1910
447,NISSAN,クリッパーリオ,軽自動車,ハイトワゴン,2WD,1953600~2181300,658,2025_12,G,サポカーS・ワイド,15.1,レギュラー,10800,4,137~240,3395×1475×1910
448,NISSAN,クリッパーリオ,軽自動車,ハイトワゴン,4WD,1953600~2181300,658,2025_12,E,サポカーS・ワイド,15.1,レギュラー,10800,4,137~240,3395×1475×1910
449,NISSAN,クリッパーリオ,軽自動車,ハイトワゴン,4WD,1953600~2181300,658,2025_12,G,サポカーS・ワイド,15.1,レギュラー,10800,4,137~240,3395×1475×1910
450,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,S,360°セーフティアシスト,23.2,レギュラー,10800,4,42~212,3395×1475×1650
451,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,X,360°セーフティアシスト,23.2,レギュラー,10800,4,42~212,3395×1475×1650
452,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターX,360°セーフティアシスト,23.3,レギュラー,10800,4,42~212,3395×1475×1650
453,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターX プロパイロットエディション,360°セーフティアシスト,23.3,レギュラー,10800,4,42~212,3395×1475×1650
454,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ,360°セーフティアシスト,21.5,レギュラー,10800,4,42~212,3395×1475×1650
455,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ プロパイロットエディション,360°セーフティアシスト,21.5,レギュラー,10800,4,42~212,3395×1475×1650
456,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,S,360°セーフティアシスト,21,レギュラー,10800,4,42~212,3395×1475×1670
457,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,X,360°セーフティアシスト,21,レギュラー,10800,4,42~212,3395×1475×1670
458,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターX,360°セーフティアシスト,21.1,レギュラー,10800,4,42~212,3395×1475×1670
459,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターX プロパイロットエディション,360°セーフティアシスト,21.1,レギュラー,10800,4,42~212,3395×1475×1670
460,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ,360°セーフティアシスト,19.4,レギュラー,10800,4,42~212,3395×1475×1670
461,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ プロパイロットエディション,360°セーフティアシスト,19.4,レギュラー,10800,4,42~212,3395×1475×1670
462,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ボレロ,360°セーフティアシスト,23.2,レギュラー,10800,4,42~212,3395×1475×1650
463,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ボレロ,360°セーフティアシスト,21,レギュラー,10800,4,42~212,3395×1475×1670
464,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターX アーバンクロム,360°セーフティアシスト,23.3,レギュラー,10800,4,42~212,3395×1475×1650
465,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターX アーバンクロム プロパイロットエディション,360°セーフティアシスト,23.3,レギュラー,10800,4,42~212,3395×1475×1650
466,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ アーバンクロム,360°セーフティアシスト,21.5,レギュラー,10800,4,42~212,3395×1475×1650
467,NISSAN,デイズ,軽自動車,ハイトワゴン,2WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ アーバンクロム プロパイロットエディション,360°セーフティアシスト,21.5,レギュラー,10800,4,42~212,3395×1475×1650
468,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターX アーバンクロム,360°セーフティアシスト,21.1,レギュラー,10800,4,42~212,3395×1475×1670
469,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターX アーバンクロム プロパイロットエディション,360°セーフティアシスト,21.1,レギュラー,10800,4,42~212,3395×1475×1670
470,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ アーバンクロム,360°セーフティアシスト,19.4,レギュラー,10800,4,42~212,3395×1475×1670
471,NISSAN,デイズ,軽自動車,ハイトワゴン,4WD,1437700~2157100,659,2024_05,ハイウェイスターGターボ アーバンクロム プロパイロットエディション,360°セーフティアシスト,19.4,レギュラー,10800,4,42~212,3395×1475×1670
472,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR Premium,360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,4975×1850×1815
473,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR Premium Urban CHROME,360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,4965×1850×1815
474,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR,360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,4975×1850×1815
475,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR,360°セーフティアシスト,8.4,ハイオク,57000,8,33~723,4975×1850×1815
476,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR Urban CHROME,360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,4965×1850×1815
477,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,350 Highway STAR Urban CHROME,360°セーフティアシスト,8.4,ハイオク,57000,8,33~723,4965×1850×1815
478,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S Premium,360°セーフティアシスト,9.7,レギュラー,43500,7,33~723,4975×1850×1815
479,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S Premium Urban CHROME,360°セーフティアシスト,9.7,レギュラー,43500,7,33~723,4965×1850×1815
480,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S,360°セーフティアシスト,9.7,レギュラー,43500,7,33~723,4975×1850×1815
481,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S,360°セーフティアシスト,9.7,レギュラー,43500,8,33~723,4975×1850×1815
482,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S Urban CHROME,360°セーフティアシスト,9.7,レギュラー,43500,7,33~723,4965×1850×1815
483,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,250 Highway STAR S Urban CHROME,360°セーフティアシスト,9.7,レギュラー,43500,8,33~723,4965×1850×1815
484,NISSAN,エルグランド,普通車,ミニバン,2WD,4082100~8378700,3498,2025_11,AUTECH (350Highway STAR),360°セーフティアシスト,8.7,ハイオク,57000,7,33~723,5020×1850×1815
485,NISSAN,エルグランド,普通車,ミニバン,2WD,4082100~8378700,2488,2025_11,AUTECH (250Highway STAR S),360°セーフティアシスト,10,レギュラー,43500,7,33~723,5020×1850×1815
486,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,AUTECH (350Highway STAR),360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,5020×1850×1815
487,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,2488,2025_11,AUTECH (250Highway STAR S),360°セーフティアシスト,9.7,レギュラー,43500,7,33~723,5020×1850×1815
488,NISSAN,エルグランド,普通車,ミニバン,2WD,4082100~8378700,3498,2025_11,VIP (3列仕様7人乗り),360°セーフティアシスト,8.7,ハイオク,57000,7,33~723,4965×1850×1815
489,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,VIP (3列仕様7人乗り),360°セーフティアシスト,8.4,ハイオク,57000,7,33~723,4965×1850×1815
490,NISSAN,エルグランド,普通車,ミニバン,2WD,4082100~8378700,3498,2025_11,VIP (2列仕様4人乗り),360°セーフティアシスト,8.7,ハイオク,57000,4,33~723,4965×1850×1815
491,NISSAN,エルグランド,普通車,ミニバン,4WD,4082100~8378700,3498,2025_11,VIP (2列仕様4人乗り),360°セーフティアシスト,8.4,ハイオク,57000,4,33~723,4965×1850×1815
492,NISSAN,キックス,普通車,SUV,2WD,3083300~3700400,1198,2025_10,X,360°セーフティアシスト,23,レギュラー (HEV),30500,5,135~333,4290×1760×1605
493,NISSAN,キックス,普通車,SUV,2WD,3083300~3700400,1198,2025_10,X ツートーンインテリアエディション,360°セーフティアシスト,23,レギュラー (HEV),30500,5,135~333,4290×1760×1605
494,NISSAN,キックス,普通車,SUV,4WD,3083300~3700400,1198,2025_10,X FOUR,360°セーフティアシスト,19.2,レギュラー (HEV),30500,5,135~333,4290×1760×1605
495,NISSAN,キックス,普通車,SUV,4WD,3083300~3700400,1198,2025_10,X FOUR ツートーンインテリアエディション,360°セーフティアシスト,19.2,レギュラー (HEV),30500,5,135~333,4290×1760×1605
496,NISSAN,キックス,普通車,SUV,2WD,3083300~3700400,1198,2025_10,AUTECH,360°セーフティアシスト,23,レギュラー (HEV),30500,5,135~333,4330×1760×1605
497,NISSAN,キックス,普通車,SUV,4WD,3083300~3700400,1198,2025_10,AUTECH FOUR,360°セーフティアシスト,19.2,レギュラー (HEV),30500,5,135~333,4330×1760×1605
498,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,B7 X,360°セーフティアシスト,130,電気 (BEV),25000,5,-,4360×1810×1550
499,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,B7 X (プロパイロット 2.0装備車),360°セーフティアシスト,133,電気 (BEV),25000,5,-,4360×1810×1565
500,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,B7 G,360°セーフティアシスト,133,電気 (BEV),25000,5,-,4360×1810×1550
501,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,B7 G (プロパイロット 2.0装備車),360°セーフティアシスト,137,電気 (BEV),25000,5,-,4360×1810×1565
502,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,AUTECH B7,360°セーフティアシスト,133,電気 (BEV),25000,5,-,4385×1810×1550
503,NISSAN,リーフ,普通車,ハッチバック,2WD,5188700~6513100,-,2025_10,AUTECH B7 (プロパイロット 2.0装備車),360°セーフティアシスト,137,電気 (BEV),25000,5,-,4385×1810×1565
504,NISSAN,ノート,普通車,ハッチバック,2WD,2328700~3108600,1198,2025_08,X,360°セーフティアシスト,28.4,レギュラー (HEV),30500,5,99~358,4045×1695×1520
505,NISSAN,ノート,普通車,ハッチバック,4WD,2328700~3108600,1198,2025_08,X FOUR,360°セーフティアシスト,23.8,レギュラー (HEV),30500,5,99~358,4045×1695×1520
506,NISSAN,ノート,普通車,ハッチバック,2WD,2328700~3108600,1198,2025_08,AUTECH LINE,360°セーフティアシスト,27.6,レギュラー (HEV),30500,5,99~358,4045×1695×1520
507,NISSAN,ノート,普通車,ハッチバック,4WD,2328700~3108600,1198,2025_08,AUTECH LINE FOUR,360°セーフティアシスト,23,レギュラー (HEV),30500,5,99~358,4045×1695×1520
508,NISSAN,ノート,普通車,ハッチバック,2WD,2328700~3108600,1198,2025_08,AUTECH CROSSOVER,360°セーフティアシスト,28.4,レギュラー (HEV),30500,5,99~358,4110×1700×1545
509,NISSAN,ノート,普通車,ハッチバック,4WD,2328700~3108600,1198,2025_08,AUTECH CROSSOVER FOUR,360°セーフティアシスト,23.8,レギュラー (HEV),30500,5,99~358,4110×1700×1545
510,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,DX(2人乗) (CVT),サポカーS・ワイド,13.4,レギュラー,36000,2,32~873,4410×1695×1855
511,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,DX(2人乗) (E-ATx),サポカーS・ワイド,13.4,レギュラー,36000,2,32~873,4410×1695×1855
512,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,DX (CVT),サポカーS・ワイド,10.6,レギュラー,36000,5,32~873,4410×1695×1885
513,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,DX (E-ATx),サポカーS・ワイド,10.6,レギュラー,36000,5,32~873,4410×1695×1885
514,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,VX (CVT),サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4410×1695×1855
515,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,VX (E-ATx),サポカーS・ワイド,10.6,レギュラー,36000,5,32~873,4410×1695×1885
516,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (CVT),サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4410×1695×1855
517,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (CVT),サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4410×1695×1855
518,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (E-ATx),サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4410×1695×1855
519,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (E-ATx),サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4410×1695×1855
520,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (CVT),サポカーS・ワイド,10.6,レギュラー,36000,5,32~873,4410×1695×1885
521,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,GX Outdoor Black Edition (E-ATx),サポカーS・ワイド,10.6,レギュラー,36000,5,32~873,4410×1695×1885
522,NISSAN,NV200バネット,普通車,ミニバン,2WD,2363900~3131700,1597,2025_12,16X-2R Outdoor Black Edition,サポカーS・ワイド,13.5,レギュラー,36000,5,32~873,4410×1695×1850
523,NISSAN,NV200バネット,普通車,ミニバン,4WD,2363900~3131700,1597,2025_12,16X-2R Outdoor Black Edition,サポカーS・ワイド,13.5,レギュラー,36000,5,32~873,4410×1695×1850
524,NISSAN,NV200バネット,普通車,ミニバン,2WD,2363900~3131700,1597,2025_12,16X-3R Outdoor Black Edition,サポカーS・ワイド,13.5,レギュラー,36000,7,32~873,4410×1695×1850
525,NISSAN,NV200バネット,普通車,ミニバン,4WD,2363900~3131700,1597,2025_12,16X-3R Outdoor Black Edition,サポカーS・ワイド,13.5,レギュラー,36000,7,32~873,4410×1695×1850
526,NISSAN,NV200バネット,普通車,バン/トラック,2WD,2363900~3131700,1597,2025_12,DX MYROOM,サポカーS・ワイド,13.4,レギュラー,36000,5,32~873,4400×1695×1860
527,NISSAN,NV200バネット,普通車,バン/トラック,4WD,2363900~3131700,1597,2025_12,DX MYROOM,サポカーS・ワイド,10.9,レギュラー,36000,5,32~873,4410×1695×1870
528,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,S,360°セーフティアシスト,21,レギュラー,NO,4,194~290,3395×1475×1785
529,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,X,360°セーフティアシスト,21,レギュラー,NO,4,194~290,3395×1475×1785
530,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,ハイウェイスターX,360°セーフティアシスト,21,レギュラー,NO,4,194~290,3395×1475×1785
531,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,ハイウェイスターX プロパイロットエディション,360°セーフティアシスト,21,レギュラー,NO,4,194~290,3395×1475×1785
532,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,ハイウェイスターGターボ,360°セーフティアシスト,19.3,レギュラー,NO,4,194~290,3395×1475×1785
533,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,ハイウェイスターGターボ プロパイロットエディション,360°セーフティアシスト,19.3,レギュラー,NO,4,194~290,3395×1475×1785
534,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,S,360°セーフティアシスト,18.8,レギュラー,NO,4,194~290,3395×1475×1805
535,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,X,360°セーフティアシスト,18.8,レギュラー,NO,4,194~290,3395×1475×1805
536,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,ハイウェイスターX,360°セーフティアシスト,18.8,レギュラー,NO,4,194~290,3395×1475×1805
537,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,ハイウェイスターX プロパイロットエディション,360°セーフティアシスト,18.8,レギュラー,NO,4,194~290,3395×1475×1805
538,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,ハイウェイスターGターボ,360°セーフティアシスト,17.4,レギュラー,NO,4,194~290,3395×1475×1805
539,NISSAN,ルークス,軽自動車,ハイトワゴン,4WD,1672000~2462900,659,2025_10,ハイウェイスターGターボ プロパイロットエディション,360°セーフティアシスト,17.4,レギュラー,NO,4,194~290,3395×1475×1805
540,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,AUTECH LINE ターボ,360°セーフティアシスト,19.3,レギュラー,NO,4,194~290,3395×1475×1785
541,NISSAN,ルークス,軽自動車,ハイトワゴン,2WD,1672000~2462900,659,2025_10,AUTECH LINE ターボ プロパイロットエディション,360°セーフティアシスト,19.3,レギュラー,NO,4,194~290,3395×1475×1785
